t_s,ref,angulo,error,bias,d,epsilon,u,Timestamp_Python
66.473,15.0,12.1,2.9,23.0,4.0,3.0,27.0,1775748035.3545
66.484,15.0,12.14,2.86,23.0,4.0,3.0,27.0,1775748035.3647
66.494,15.0,12.16,2.84,23.0,4.0,3.0,27.0,1775748035.3749
66.504,15.0,12.2,2.8,23.0,4.0,3.0,27.0,1775748035.3854
66.514,15.0,12.24,2.76,23.0,4.0,3.0,27.0,1775748035.3954
66.525,15.0,12.28,2.72,23.0,4.0,3.0,27.0,1775748035.4058
66.535,15.0,12.33,2.67,23.0,4.0,3.0,27.0,1775748035.4163
66.545,15.0,12.36,2.64,23.0,4.0,3.0,27.0,1775748035.4265
66.556,15.0,12.42,2.58,23.0,4.0,3.0,27.0,1775748035.4368
66.566,15.0,12.46,2.54,23.0,4.0,3.0,27.0,1775748035.4472
66.576,15.0,12.52,2.48,23.0,4.0,3.0,27.0,1775748035.4573
66.587,15.0,12.57,2.43,23.0,4.0,3.0,27.0,1775748035.4681
66.597,15.0,12.64,2.36,23.0,4.0,3.0,27.0,1775748035.4783
66.607,15.0,12.73,2.27,23.0,4.0,3.0,27.0,1775748035.4886
66.617,15.0,12.78,2.22,23.0,4.0,3.0,27.0,1775748035.4986
66.628,15.0,12.86,2.14,23.0,4.0,3.0,27.0,1775748035.5092
66.639,15.0,12.94,2.06,23.0,4.0,3.0,27.0,1775748035.5196
66.649,15.0,13.02,1.98,23.0,4.0,3.0,27.0,1775748035.5297
66.659,15.0,13.13,1.87,23.0,4.0,3.0,27.0,1775748035.5401
66.67,15.0,13.19,1.81,23.0,4.0,3.0,27.0,1775748035.5508
66.68,15.0,13.29,1.71,23.0,4.0,3.0,27.0,1775748035.561
66.69,15.0,13.49,1.51,23.0,4.0,3.0,27.0,1775748035.5711
66.7,15.0,13.62,1.38,23.0,4.0,3.0,27.0,1775748035.581
66.71,15.0,13.7,1.3,23.0,4.0,3.0,27.0,1775748035.5911
66.72,15.0,13.81,1.19,23.0,4.0,3.0,27.0,1775748035.6013
66.73,15.0,13.93,1.07,23.0,4.0,3.0,27.0,1775748035.6113
66.741,15.0,14.05,0.95,23.0,4.0,3.0,27.0,1775748035.6216
66.751,15.0,14.18,0.82,23.0,4.0,3.0,27.0,1775748035.6319
66.761,15.0,14.28,0.72,23.0,4.0,3.0,27.0,1775748035.6424
66.772,15.0,14.41,0.59,23.0,4.0,3.0,27.0,1775748035.653
66.782,15.0,14.56,0.44,23.0,4.0,3.0,27.0,1775748035.6632
66.793,15.0,14.68,0.32,23.0,4.0,3.0,27.0,1775748035.6737
66.803,15.0,14.8,0.2,23.0,4.0,3.0,27.0,1775748035.6839
66.813,15.0,14.93,0.07,23.0,4.0,3.0,27.0,1775748035.6943
66.824,15.0,15.07,-0.07,23.0,4.0,3.0,27.0,1775748035.705
66.834,15.0,15.21,-0.21,23.0,4.0,3.0,27.0,1775748035.7151
66.845,15.0,15.32,-0.32,23.0,4.0,3.0,27.0,1775748035.7258
66.855,15.0,15.45,-0.45,23.0,4.0,3.0,27.0,1775748035.7361
66.866,15.0,15.6,-0.6,23.0,4.0,3.0,27.0,1775748035.7468
66.876,15.0,15.73,-0.73,23.0,4.0,3.0,27.0,1775748035.7568
66.886,15.0,15.86,-0.86,23.0,4.0,3.0,27.0,1775748035.7671
66.896,15.0,15.99,-0.99,23.0,4.0,3.0,27.0,1775748035.7773
66.907,15.0,16.12,-1.12,23.0,4.0,3.0,27.0,1775748035.7878
66.917,15.0,16.26,-1.26,23.0,4.0,3.0,27.0,1775748035.7983
66.927,15.0,16.37,-1.37,23.0,4.0,3.0,27.0,1775748035.8086
66.938,15.0,16.5,-1.5,23.0,4.0,3.0,27.0,1775748035.819
66.948,15.0,16.65,-1.65,23.0,4.0,3.0,27.0,1775748035.8294
66.959,15.0,16.76,-1.76,23.0,4.0,3.0,27.0,1775748035.84
66.969,15.0,16.88,-1.88,23.0,4.0,3.0,27.0,1775748035.8503
66.979,15.0,17.0,-2.0,23.0,4.0,3.0,27.0,1775748035.8605
66.99,15.0,17.23,-2.23,23.0,4.0,3.0,27.0,1775748035.871
67.0,15.0,17.32,-2.32,23.0,4.0,3.0,27.0,1775748035.881
67.01,15.0,17.43,-2.43,23.0,4.0,3.0,27.0,1775748035.8912
67.021,15.0,17.55,-2.55,23.0,4.0,3.0,27.0,1775748035.902
67.031,15.0,17.62,-2.62,23.0,4.0,3.0,27.0,1775748035.9122
67.041,15.0,17.72,-2.72,23.0,4.0,3.0,27.0,1775748035.9223
67.052,15.0,17.82,-2.82,23.0,4.0,3.0,27.0,1775748035.9329
67.062,15.0,17.91,-2.91,23.0,4.0,3.0,27.0,1775748035.9432
67.072,15.0,18.0,-3.0,23.0,4.0,3.0,27.0,1775748035.953
67.082,15.0,18.07,-3.07,23.0,4.0,3.0,19.0,1775748035.9633
67.093,15.0,18.15,-3.15,23.0,4.0,3.0,19.0,1775748035.9736
67.103,15.0,18.23,-3.23,23.0,4.0,3.0,19.0,1775748035.9837
67.113,15.0,18.27,-3.27,23.0,4.0,3.0,19.0,1775748035.9941
67.123,15.0,18.33,-3.33,23.0,4.0,3.0,19.0,1775748036.0045
67.134,15.0,18.39,-3.39,23.0,4.0,3.0,19.0,1775748036.0147
67.144,15.0,18.42,-3.42,23.0,4.0,3.0,19.0,1775748036.025
67.154,15.0,18.45,-3.45,23.0,4.0,3.0,19.0,1775748036.0353
67.164,15.0,18.46,-3.46,23.0,4.0,3.0,19.0,1775748036.0457
67.175,15.0,18.48,-3.48,23.0,4.0,3.0,19.0,1775748036.0561
67.185,15.0,18.48,-3.48,23.0,4.0,3.0,19.0,1775748036.0666
67.196,15.0,18.46,-3.46,23.0,4.0,3.0,19.0,1775748036.0769
67.206,15.0,18.44,-3.44,23.0,4.0,3.0,19.0,1775748036.0869
67.216,15.0,18.4,-3.4,23.0,4.0,3.0,19.0,1775748036.0971
67.226,15.0,18.36,-3.36,23.0,4.0,3.0,19.0,1775748036.1073
67.236,15.0,18.31,-3.31,23.0,4.0,3.0,19.0,1775748036.1174
67.247,15.0,18.25,-3.25,23.0,4.0,3.0,19.0,1775748036.1278
67.257,15.0,18.2,-3.2,23.0,4.0,3.0,19.0,1775748036.1381
67.267,15.0,18.12,-3.12,23.0,4.0,3.0,19.0,1775748036.1482
67.278,15.0,18.04,-3.04,23.0,4.0,3.0,19.0,1775748036.1587
67.288,15.0,17.96,-2.96,23.0,4.0,3.0,19.0,1775748036.1689
67.298,15.0,17.87,-2.87,23.0,4.0,3.0,19.0,1775748036.1794
67.309,15.0,17.79,-2.79,23.0,4.0,3.0,19.0,1775748036.1895
67.319,15.0,17.68,-2.68,23.0,4.0,3.0,19.0,1775748036.2001
67.329,15.0,17.47,-2.47,23.0,4.0,3.0,19.0,1775748036.2102
67.34,15.0,17.35,-2.35,23.0,4.0,3.0,19.0,1775748036.2208
67.35,15.0,17.23,-2.23,23.0,4.0,3.0,19.0,1775748036.2311
67.36,15.0,17.12,-2.12,23.0,4.0,3.0,19.0,1775748036.2415
67.371,15.0,17.0,-2.0,23.0,4.0,3.0,19.0,1775748036.2518
67.381,15.0,16.86,-1.86,23.0,4.0,3.0,19.0,1775748036.2634
67.392,15.0,16.74,-1.74,23.0,4.0,3.0,19.0,1775748036.2727
67.402,15.0,16.6,-1.6,23.0,4.0,3.0,19.0,1775748036.283
67.412,15.0,16.47,-1.47,23.0,4.0,3.0,19.0,1775748036.2932
67.422,15.0,16.33,-1.33,23.0,4.0,3.0,19.0,1775748036.3033
67.432,15.0,16.19,-1.19,23.0,4.0,3.0,19.0,1775748036.3136
67.443,15.0,16.05,-1.05,23.0,4.0,3.0,19.0,1775748036.3238
67.453,15.0,15.91,-0.91,23.0,4.0,3.0,19.0,1775748036.3341
67.463,15.0,15.77,-0.77,23.0,4.0,3.0,19.0,1775748036.3442
67.473,15.0,15.62,-0.62,23.0,4.0,3.0,19.0,1775748036.3543
67.483,15.0,15.48,-0.48,23.0,4.0,3.0,19.0,1775748036.3644
67.494,15.0,15.33,-0.33,23.0,4.0,3.0,19.0,1775748036.3749
67.504,15.0,15.19,-0.19,23.0,4.0,3.0,19.0,1775748036.3852
67.515,15.0,15.04,-0.04,23.0,4.0,3.0,19.0,1775748036.396
67.525,15.0,14.89,0.11,23.0,4.0,3.0,19.0,1775748036.4062
67.535,15.0,14.74,0.26,23.0,4.0,3.0,19.0,1775748036.4167
67.546,15.0,14.59,0.41,23.0,4.0,3.0,19.0,1775748036.4266
67.556,15.0,14.45,0.55,23.0,4.0,3.0,19.0,1775748036.4369
67.566,15.0,14.31,0.69,23.0,4.0,3.0,19.0,1775748036.4473
67.576,15.0,14.17,0.83,23.0,4.0,3.0,19.0,1775748036.4576
67.587,15.0,14.04,0.96,23.0,4.0,3.0,19.0,1775748036.468
67.597,15.0,13.9,1.1,23.0,4.0,3.0,19.0,1775748036.4783
67.607,15.0,13.78,1.22,23.0,4.0,3.0,19.0,1775748036.4886
67.617,15.0,13.65,1.35,23.0,4.0,3.0,19.0,1775748036.4986
67.627,15.0,13.53,1.47,23.0,4.0,3.0,19.0,1775748036.5087
67.638,15.0,13.41,1.59,23.0,4.0,3.0,19.0,1775748036.5188
67.648,15.0,13.29,1.71,23.0,4.0,3.0,19.0,1775748036.529
67.658,15.0,13.18,1.82,23.0,4.0,3.0,19.0,1775748036.5393
67.669,15.0,13.07,1.93,23.0,4.0,3.0,19.0,1775748036.5498
67.679,15.0,12.96,2.04,23.0,4.0,3.0,19.0,1775748036.5602
67.689,15.0,12.87,2.13,23.0,4.0,3.0,19.0,1775748036.5701
67.699,15.0,12.77,2.23,23.0,4.0,3.0,19.0,1775748036.5803
67.709,15.0,12.69,2.31,23.0,4.0,3.0,19.0,1775748036.5905
67.72,15.0,12.6,2.4,23.0,4.0,3.0,19.0,1775748036.6011
67.73,15.0,12.46,2.54,23.0,4.0,3.0,19.0,1775748036.6115
67.74,15.0,12.4,2.6,23.0,4.0,3.0,19.0,1775748036.6215
67.75,15.0,12.34,2.66,23.0,4.0,3.0,19.0,1775748036.6315
67.761,15.0,12.29,2.71,23.0,4.0,3.0,19.0,1775748036.6418
67.771,15.0,12.24,2.76,23.0,4.0,3.0,19.0,1775748036.652
67.782,15.0,12.2,2.8,23.0,4.0,3.0,19.0,1775748036.6629
67.791,15.0,12.16,2.84,23.0,4.0,3.0,19.0,1775748036.6727
67.802,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748036.6831
67.812,15.0,12.1,2.9,23.0,4.0,3.0,19.0,1775748036.6928
67.822,15.0,12.07,2.93,23.0,4.0,3.0,19.0,1775748036.7032
67.833,15.0,12.05,2.95,23.0,4.0,3.0,19.0,1775748036.7141
67.843,15.0,12.03,2.97,23.0,4.0,3.0,19.0,1775748036.7248
67.854,15.0,12.02,2.98,23.0,4.0,3.0,19.0,1775748036.7348
67.864,15.0,12.01,2.99,23.0,4.0,3.0,19.0,1775748036.7454
67.874,15.0,12.01,2.99,23.0,4.0,3.0,19.0,1775748036.7552
67.884,15.0,12.0,3.0,23.0,4.0,3.0,19.0,1775748036.7654
67.895,15.0,12.01,2.99,23.0,4.0,3.0,19.0,1775748036.7758
67.905,15.0,12.01,2.99,23.0,4.0,3.0,19.0,1775748036.7863
67.916,15.0,12.03,2.97,23.0,4.0,3.0,19.0,1775748036.7967
67.926,15.0,12.03,2.97,23.0,4.0,3.0,19.0,1775748036.8069
67.936,15.0,12.04,2.96,23.0,4.0,3.0,19.0,1775748036.8174
67.947,15.0,12.05,2.95,23.0,4.0,3.0,19.0,1775748036.8277
67.957,15.0,12.06,2.94,23.0,4.0,3.0,19.0,1775748036.8384
67.967,15.0,12.07,2.93,23.0,4.0,3.0,19.0,1775748036.8484
67.977,15.0,12.08,2.92,23.0,4.0,3.0,19.0,1775748036.8586
67.988,15.0,12.08,2.92,23.0,4.0,3.0,19.0,1775748036.8691
67.998,15.0,12.09,2.91,23.0,4.0,3.0,19.0,1775748036.8795
68.009,15.0,12.09,2.91,23.0,4.0,3.0,19.0,1775748036.8897
68.019,15.0,12.1,2.9,23.0,4.0,3.0,19.0,1775748036.8999
68.029,15.0,12.1,2.9,23.0,4.0,3.0,19.0,1775748036.9103
68.04,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748036.9209
68.05,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748036.9311
68.06,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748036.9412
68.07,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748036.9515
68.081,15.0,12.13,2.87,23.0,4.0,3.0,19.0,1775748036.962
68.091,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748036.9723
68.101,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748036.9825
68.112,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748036.993
68.122,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.0035
68.133,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.0141
68.143,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.0245
68.154,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.0347
68.164,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.045
68.174,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.0555
68.185,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.0658
68.195,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.076
68.205,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.0862
68.215,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.0966
68.226,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.107
68.236,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.1177
68.247,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.1278
68.257,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.1379
68.267,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.1481
68.277,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.1587
68.288,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.1691
68.298,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.1793
68.309,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.1895
68.319,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.1995
68.329,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.2095
68.339,15.0,12.13,2.87,23.0,4.0,3.0,19.0,1775748037.2197
68.349,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.2298
68.359,15.0,12.13,2.87,23.0,4.0,3.0,19.0,1775748037.2401
68.37,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.2508
68.38,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.2608
68.39,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.2712
68.4,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.2814
68.41,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.2917
68.421,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.3025
68.432,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.3128
68.442,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.323
68.453,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.3338
68.463,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.3439
68.473,15.0,12.12,2.88,23.0,4.0,3.0,19.0,1775748037.3543
68.483,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.3639
68.493,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.374
68.503,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.3845
68.513,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.3945
68.524,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.4048
68.534,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.4154
68.545,15.0,12.1,2.9,23.0,4.0,3.0,19.0,1775748037.4264
68.556,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.4367
68.566,15.0,12.1,2.9,23.0,4.0,3.0,19.0,1775748037.447
68.576,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748037.4572
68.586,15.0,12.1,2.9,23.0,4.0,3.0,19.0,1775748037.4675
68.597,15.0,12.1,2.9,23.0,4.0,3.0,19.0,1775748037.478
68.607,15.0,12.09,2.91,23.0,4.0,3.0,19.0,1775748037.4885
68.618,15.0,12.1,2.9,23.0,4.0,3.0,19.0,1775748037.4989
68.628,15.0,12.09,2.91,23.0,4.0,3.0,19.0,1775748037.5096
68.639,15.0,12.09,2.91,23.0,4.0,3.0,19.0,1775748037.5197
68.649,15.0,12.08,2.92,23.0,4.0,3.0,19.0,1775748037.5299
68.659,15.0,12.08,2.92,23.0,4.0,3.0,19.0,1775748037.5402
68.669,15.0,12.08,2.92,23.0,4.0,3.0,19.0,1775748037.5508
68.68,15.0,12.07,2.93,23.0,4.0,3.0,19.0,1775748037.5609
68.69,15.0,12.08,2.92,23.0,4.0,3.0,19.0,1775748037.5712
68.701,15.0,12.07,2.93,23.0,4.0,3.0,19.0,1775748037.582
68.711,15.0,12.07,2.93,23.0,4.0,3.0,19.0,1775748037.5922
68.721,15.0,12.06,2.94,23.0,4.0,3.0,19.0,1775748037.6021
68.732,15.0,12.06,2.94,23.0,4.0,3.0,19.0,1775748037.618
68.742,15.0,12.06,2.94,23.0,4.0,3.0,19.0,1775748037.6231
68.752,15.0,12.06,2.94,23.0,4.0,3.0,19.0,1775748037.633
68.762,15.0,12.05,2.95,23.0,4.0,3.0,19.0,1775748037.6435
68.772,15.0,12.06,2.94,23.0,4.0,3.0,19.0,1775748037.6537
68.783,15.0,12.05,2.95,23.0,4.0,3.0,19.0,1775748037.6641
68.793,15.0,12.05,2.95,23.0,4.0,3.0,19.0,1775748037.6746
68.804,15.0,12.05,2.95,23.0,4.0,3.0,19.0,1775748037.6847
68.814,15.0,12.05,2.95,23.0,4.0,3.0,19.0,1775748037.6952
68.825,15.0,12.04,2.96,23.0,4.0,3.0,19.0,1775748037.7056
68.835,15.0,12.04,2.96,23.0,4.0,3.0,19.0,1775748037.7157
68.845,15.0,12.04,2.96,23.0,4.0,3.0,19.0,1775748037.7258
68.855,15.0,12.04,2.96,23.0,4.0,3.0,19.0,1775748037.7362
68.865,15.0,12.03,2.97,23.0,4.0,3.0,19.0,1775748037.7465
68.876,15.0,12.03,2.97,23.0,4.0,3.0,19.0,1775748037.7568
68.886,15.0,12.03,2.97,23.0,4.0,3.0,19.0,1775748037.767
68.896,15.0,12.03,2.97,23.0,4.0,3.0,19.0,1775748037.7774
68.906,15.0,12.03,2.97,23.0,4.0,3.0,19.0,1775748037.7874
68.917,15.0,12.03,2.97,23.0,4.0,3.0,19.0,1775748037.7979
68.927,15.0,12.03,2.97,23.0,4.0,3.0,19.0,1775748037.8083
68.938,15.0,12.03,2.97,23.0,4.0,3.0,19.0,1775748037.8194
68.948,15.0,12.02,2.98,23.0,4.0,3.0,19.0,1775748037.8293
68.958,15.0,12.03,2.97,23.0,4.0,3.0,19.0,1775748037.8393
68.969,15.0,12.02,2.98,23.0,4.0,3.0,19.0,1775748037.8498
68.979,15.0,12.02,2.98,23.0,4.0,3.0,19.0,1775748037.8603
68.99,15.0,12.01,2.99,23.0,4.0,3.0,19.0,1775748037.8709
69.0,15.0,12.01,2.99,23.0,4.0,3.0,19.0,1775748037.8808
69.01,15.0,12.01,2.99,23.0,4.0,3.0,19.0,1775748037.8912
69.02,15.0,12.0,3.0,23.0,4.0,3.0,19.0,1775748037.9016
69.031,15.0,12.01,2.99,23.0,4.0,3.0,19.0,1775748037.9117
69.041,15.0,12.0,3.0,23.0,4.0,3.0,19.0,1775748037.9225
69.052,15.0,12.0,3.0,23.0,4.0,3.0,19.0,1775748037.9329
69.062,15.0,12.0,3.0,23.0,4.0,3.0,19.0,1775748037.9433
69.072,15.0,12.0,3.0,23.0,4.0,3.0,19.0,1775748037.9535
69.083,15.0,11.99,3.01,23.0,4.0,3.0,27.0,1775748037.964
69.093,15.0,11.99,3.01,23.0,4.0,3.0,27.0,1775748037.9745
69.104,15.0,11.98,3.02,23.0,4.0,3.0,27.0,1775748037.985
69.114,15.0,11.99,3.01,23.0,4.0,3.0,27.0,1775748037.9952
69.124,15.0,11.98,3.02,23.0,4.0,3.0,27.0,1775748038.0055
69.135,15.0,11.98,3.02,23.0,4.0,3.0,27.0,1775748038.016
69.145,15.0,11.98,3.02,23.0,4.0,3.0,27.0,1775748038.0264
69.156,15.0,11.98,3.02,23.0,4.0,3.0,27.0,1775748038.0367
69.166,15.0,11.99,3.01,23.0,4.0,3.0,27.0,1775748038.0473
69.176,15.0,12.0,3.0,23.0,4.0,3.0,27.0,1775748038.0575
69.186,15.0,12.02,2.98,23.0,4.0,3.0,27.0,1775748038.0674
69.197,15.0,12.02,2.98,23.0,4.0,3.0,27.0,1775748038.0782
69.207,15.0,12.05,2.95,23.0,4.0,3.0,27.0,1775748038.0882
69.217,15.0,12.06,2.94,23.0,4.0,3.0,27.0,1775748038.0984
69.228,15.0,12.08,2.92,23.0,4.0,3.0,27.0,1775748038.1093
69.239,15.0,12.1,2.9,23.0,4.0,3.0,27.0,1775748038.1199
69.249,15.0,12.13,2.87,23.0,4.0,3.0,27.0,1775748038.1306
69.26,15.0,12.16,2.84,23.0,4.0,3.0,27.0,1775748038.1408
69.269,15.0,12.22,2.78,23.0,4.0,3.0,27.0,1775748038.1506
69.28,15.0,12.25,2.75,23.0,4.0,3.0,27.0,1775748038.1611
69.29,15.0,12.3,2.7,23.0,4.0,3.0,27.0,1775748038.1713
69.3,15.0,12.36,2.64,23.0,4.0,3.0,27.0,1775748038.1816
69.31,15.0,12.4,2.6,23.0,4.0,3.0,27.0,1775748038.1917
69.321,15.0,12.48,2.52,23.0,4.0,3.0,27.0,1775748038.2017
69.331,15.0,12.52,2.48,23.0,4.0,3.0,27.0,1775748038.2117
69.341,15.0,12.59,2.41,23.0,4.0,3.0,27.0,1775748038.2218
69.351,15.0,12.67,2.33,23.0,4.0,3.0,27.0,1775748038.2321
69.361,15.0,12.72,2.28,23.0,4.0,3.0,27.0,1775748038.2423
69.372,15.0,12.81,2.19,23.0,4.0,3.0,27.0,1775748038.2527
69.382,15.0,12.87,2.13,23.0,4.0,3.0,27.0,1775748038.263
69.392,15.0,12.96,2.04,23.0,4.0,3.0,27.0,1775748038.2733
69.402,15.0,13.06,1.94,23.0,4.0,3.0,27.0,1775748038.2835
69.412,15.0,13.13,1.87,23.0,4.0,3.0,27.0,1775748038.2935
69.423,15.0,13.23,1.77,23.0,4.0,3.0,27.0,1775748038.3038
69.433,15.0,13.32,1.68,23.0,4.0,3.0,27.0,1775748038.3146
69.444,15.0,13.42,1.58,23.0,4.0,3.0,27.0,1775748038.3251
69.454,15.0,13.55,1.45,23.0,4.0,3.0,27.0,1775748038.3355
69.465,15.0,13.64,1.36,23.0,4.0,3.0,27.0,1775748038.3463
69.476,15.0,13.75,1.25,23.0,4.0,3.0,27.0,1775748038.3568
69.486,15.0,13.87,1.13,23.0,4.0,3.0,27.0,1775748038.367
69.496,15.0,13.99,1.01,23.0,4.0,3.0,27.0,1775748038.3774
69.507,15.0,14.11,0.89,23.0,4.0,3.0,27.0,1775748038.3879
69.517,15.0,14.22,0.78,23.0,4.0,3.0,27.0,1775748038.3985
69.528,15.0,14.34,0.66,23.0,4.0,3.0,27.0,1775748038.4091
69.538,15.0,14.49,0.51,23.0,4.0,3.0,27.0,1775748038.4194
69.549,15.0,14.6,0.4,23.0,4.0,3.0,27.0,1775748038.4302
69.559,15.0,14.73,0.27,23.0,4.0,3.0,27.0,1775748038.44
69.57,15.0,15.0,0.0,23.0,4.0,3.0,27.0,1775748038.4508
69.58,15.0,15.0,0.0,23.0,4.0,3.0,27.0,1775748038.4609
69.59,15.0,15.26,-0.26,23.0,4.0,3.0,27.0,1775748038.4708
69.6,15.0,15.4,-0.4,23.0,4.0,3.0,27.0,1775748038.4813
69.61,15.0,15.55,-0.55,23.0,4.0,3.0,27.0,1775748038.4913
69.621,15.0,15.67,-0.67,23.0,4.0,3.0,27.0,1775748038.5019
69.631,15.0,15.8,-0.8,23.0,4.0,3.0,27.0,1775748038.5124
69.642,15.0,15.94,-0.94,23.0,4.0,3.0,27.0,1775748038.5226
69.652,15.0,16.07,-1.07,23.0,4.0,3.0,27.0,1775748038.5328
69.662,15.0,16.21,-1.21,23.0,4.0,3.0,27.0,1775748038.5431
69.672,15.0,16.32,-1.32,23.0,4.0,3.0,27.0,1775748038.5534
69.683,15.0,16.45,-1.45,23.0,4.0,3.0,27.0,1775748038.5637
69.693,15.0,16.6,-1.6,23.0,4.0,3.0,27.0,1775748038.5739
69.703,15.0,16.7,-1.7,23.0,4.0,3.0,27.0,1775748038.5841
69.714,15.0,16.82,-1.82,23.0,4.0,3.0,27.0,1775748038.5947
69.724,15.0,16.94,-1.94,23.0,4.0,3.0,27.0,1775748038.6048
69.734,15.0,17.05,-2.05,23.0,4.0,3.0,27.0,1775748038.6149
69.744,15.0,17.16,-2.16,23.0,4.0,3.0,27.0,1775748038.6255
69.754,15.0,17.26,-2.26,23.0,4.0,3.0,27.0,1775748038.6355
69.765,15.0,17.37,-2.37,23.0,4.0,3.0,27.0,1775748038.6457
69.775,15.0,17.48,-2.48,23.0,4.0,3.0,27.0,1775748038.656
69.785,15.0,17.56,-2.56,23.0,4.0,3.0,27.0,1775748038.6664
69.795,15.0,17.66,-2.66,23.0,4.0,3.0,27.0,1775748038.6766
69.806,15.0,17.77,-2.77,23.0,4.0,3.0,27.0,1775748038.6868
69.816,15.0,17.84,-2.84,23.0,4.0,3.0,27.0,1775748038.6973
69.826,15.0,17.92,-2.92,23.0,4.0,3.0,27.0,1775748038.7078
69.837,15.0,18.0,-3.0,23.0,4.0,3.0,27.0,1775748038.7182
69.847,15.0,18.08,-3.08,23.0,4.0,3.0,19.0,1775748038.7285
69.858,15.0,18.14,-3.14,23.0,4.0,3.0,19.0,1775748038.739
69.868,15.0,18.19,-3.19,23.0,4.0,3.0,19.0,1775748038.7491
69.878,15.0,18.25,-3.25,23.0,4.0,3.0,19.0,1775748038.7594
69.889,15.0,18.29,-3.29,23.0,4.0,3.0,19.0,1775748038.77
69.899,15.0,18.34,-3.34,23.0,4.0,3.0,19.0,1775748038.7804
69.91,15.0,18.37,-3.37,23.0,4.0,3.0,19.0,1775748038.7906
69.92,15.0,18.39,-3.39,23.0,4.0,3.0,19.0,1775748038.8007
69.93,15.0,18.39,-3.39,23.0,4.0,3.0,19.0,1775748038.8114
69.941,15.0,18.38,-3.38,23.0,4.0,3.0,19.0,1775748038.8217
69.951,15.0,18.36,-3.36,23.0,4.0,3.0,19.0,1775748038.8321
69.961,15.0,18.34,-3.34,23.0,4.0,3.0,19.0,1775748038.8427
69.971,15.0,18.3,-3.3,23.0,4.0,3.0,19.0,1775748038.8525
69.981,15.0,18.27,-3.27,23.0,4.0,3.0,19.0,1775748038.8626
69.991,15.0,18.2,-3.2,23.0,4.0,3.0,19.0,1775748038.8726
70.002,15.0,18.14,-3.14,23.0,4.0,3.0,19.0,1775748038.8827
70.012,15.0,18.08,-3.08,23.0,4.0,3.0,19.0,1775748038.8932
70.022,15.0,18.01,-3.01,23.0,4.0,3.0,19.0,1775748038.9035
70.033,15.0,17.93,-2.93,23.0,4.0,3.0,19.0,1775748038.9138
70.043,15.0,17.84,-2.84,23.0,4.0,3.0,19.0,1775748038.924
