t_s,ref,angulo,error,bias,d,epsilon,u,Timestamp_Python
105.526,15.0,17.06,-2.06,23.0,4.5,3.0,27.5,1775748074.407
105.536,15.0,17.19,-2.19,23.0,4.5,3.0,27.5,1775748074.4173
105.546,15.0,17.31,-2.31,23.0,4.5,3.0,27.5,1775748074.4273
105.557,15.0,17.43,-2.43,23.0,4.5,3.0,27.5,1775748074.4377
105.567,15.0,17.55,-2.55,23.0,4.5,3.0,27.5,1775748074.4479
105.577,15.0,17.66,-2.66,23.0,4.5,3.0,27.5,1775748074.4585
105.588,15.0,17.88,-2.88,23.0,4.5,3.0,27.5,1775748074.4688
105.598,15.0,17.98,-2.98,23.0,4.5,3.0,27.5,1775748074.4792
105.608,15.0,18.09,-3.09,23.0,4.5,3.0,18.5,1775748074.4895
105.619,15.0,18.17,-3.17,23.0,4.5,3.0,18.5,1775748074.4997
105.629,15.0,18.26,-3.26,23.0,4.5,3.0,18.5,1775748074.51
105.639,15.0,18.34,-3.34,23.0,4.5,3.0,18.5,1775748074.5202
105.649,15.0,18.41,-3.41,23.0,4.5,3.0,18.5,1775748074.5304
105.66,15.0,18.48,-3.48,23.0,4.5,3.0,18.5,1775748074.5408
105.67,15.0,18.52,-3.52,23.0,4.5,3.0,18.5,1775748074.5512
105.681,15.0,18.57,-3.57,23.0,4.5,3.0,18.5,1775748074.562
105.691,15.0,18.61,-3.61,23.0,4.5,3.0,18.5,1775748074.5721
105.701,15.0,18.61,-3.61,23.0,4.5,3.0,18.5,1775748074.5818
105.711,15.0,18.62,-3.62,23.0,4.5,3.0,18.5,1775748074.592
105.721,15.0,18.62,-3.62,23.0,4.5,3.0,18.5,1775748074.6024
105.732,15.0,18.6,-3.6,23.0,4.5,3.0,18.5,1775748074.6131
105.742,15.0,18.57,-3.57,23.0,4.5,3.0,18.5,1775748074.6231
105.752,15.0,18.52,-3.52,23.0,4.5,3.0,18.5,1775748074.6335
105.762,15.0,18.48,-3.48,23.0,4.5,3.0,18.5,1775748074.6434
105.772,15.0,18.41,-3.41,23.0,4.5,3.0,18.5,1775748074.6536
105.783,15.0,18.35,-3.35,23.0,4.5,3.0,18.5,1775748074.6642
105.793,15.0,18.28,-3.28,23.0,4.5,3.0,18.5,1775748074.6741
105.803,15.0,18.19,-3.19,23.0,4.5,3.0,18.5,1775748074.6842
105.813,15.0,18.1,-3.1,23.0,4.5,3.0,18.5,1775748074.6944
105.824,15.0,17.99,-2.99,23.0,4.5,3.0,18.5,1775748074.7046
105.834,15.0,17.89,-2.89,23.0,4.5,3.0,18.5,1775748074.7156
105.845,15.0,17.78,-2.78,23.0,4.5,3.0,18.5,1775748074.7257
105.855,15.0,17.67,-2.67,23.0,4.5,3.0,18.5,1775748074.7359
105.865,15.0,17.57,-2.57,23.0,4.5,3.0,18.5,1775748074.7466
105.875,15.0,17.44,-2.44,23.0,4.5,3.0,18.5,1775748074.7567
105.886,15.0,17.31,-2.31,23.0,4.5,3.0,18.5,1775748074.7672
105.896,15.0,17.16,-2.16,23.0,4.5,3.0,18.5,1775748074.7776
105.906,15.0,17.03,-2.03,23.0,4.5,3.0,18.5,1775748074.7872
105.916,15.0,16.9,-1.9,23.0,4.5,3.0,18.5,1775748074.7974
105.927,15.0,16.77,-1.77,23.0,4.5,3.0,18.5,1775748074.8075
105.937,15.0,16.63,-1.63,23.0,4.5,3.0,18.5,1775748074.8178
105.947,15.0,16.49,-1.49,23.0,4.5,3.0,18.5,1775748074.8281
105.957,15.0,16.36,-1.36,23.0,4.5,3.0,18.5,1775748074.8382
105.967,15.0,16.2,-1.2,23.0,4.5,3.0,18.5,1775748074.8484
105.977,15.0,16.06,-1.06,23.0,4.5,3.0,18.5,1775748074.8586
105.988,15.0,15.73,-0.73,23.0,4.5,3.0,18.5,1775748074.8686
105.998,15.0,15.57,-0.57,23.0,4.5,3.0,18.5,1775748074.8786
106.008,15.0,15.41,-0.41,23.0,4.5,3.0,18.5,1775748074.8887
106.018,15.0,15.26,-0.26,23.0,4.5,3.0,18.5,1775748074.8987
106.028,15.0,15.11,-0.11,23.0,4.5,3.0,18.5,1775748074.9088
106.038,15.0,14.96,0.04,23.0,4.5,3.0,18.5,1775748074.9196
106.049,15.0,14.82,0.18,23.0,4.5,3.0,18.5,1775748074.9297
106.059,15.0,14.68,0.32,23.0,4.5,3.0,18.5,1775748074.9401
106.07,15.0,14.54,0.46,23.0,4.5,3.0,18.5,1775748074.9506
106.08,15.0,14.41,0.59,23.0,4.5,3.0,18.5,1775748074.9613
106.09,15.0,14.27,0.73,23.0,4.5,3.0,18.5,1775748074.9715
106.101,15.0,14.14,0.86,23.0,4.5,3.0,18.5,1775748074.982
106.111,15.0,14.0,1.0,23.0,4.5,3.0,18.5,1775748074.9927
106.122,15.0,13.87,1.13,23.0,4.5,3.0,18.5,1775748075.0028
106.132,15.0,13.74,1.26,23.0,4.5,3.0,18.5,1775748075.0138
106.143,15.0,13.61,1.39,23.0,4.5,3.0,18.5,1775748075.0246
106.155,15.0,13.49,1.51,23.0,4.5,3.0,18.5,1775748075.0361
106.165,15.0,13.37,1.63,23.0,4.5,3.0,18.5,1775748075.0468
106.175,15.0,13.26,1.74,23.0,4.5,3.0,18.5,1775748075.0565
106.186,15.0,13.14,1.86,23.0,4.5,3.0,18.5,1775748075.0669
106.196,15.0,13.04,1.96,23.0,4.5,3.0,18.5,1775748075.0774
106.207,15.0,12.94,2.06,23.0,4.5,3.0,18.5,1775748075.0877
106.216,15.0,12.84,2.16,23.0,4.5,3.0,18.5,1775748075.0975
106.227,15.0,12.76,2.24,23.0,4.5,3.0,18.5,1775748075.1077
106.237,15.0,12.66,2.34,23.0,4.5,3.0,18.5,1775748075.1182
106.247,15.0,12.59,2.41,23.0,4.5,3.0,18.5,1775748075.1286
106.258,15.0,12.52,2.48,23.0,4.5,3.0,18.5,1775748075.139
106.268,15.0,12.46,2.54,23.0,4.5,3.0,18.5,1775748075.1494
106.278,15.0,12.36,2.64,23.0,4.5,3.0,18.5,1775748075.1592
106.288,15.0,12.31,2.69,23.0,4.5,3.0,18.5,1775748075.1694
106.299,15.0,12.27,2.73,23.0,4.5,3.0,18.5,1775748075.18
106.309,15.0,12.23,2.77,23.0,4.5,3.0,18.5,1775748075.1903
106.32,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748075.2007
106.33,15.0,12.18,2.82,23.0,4.5,3.0,18.5,1775748075.211
106.34,15.0,12.15,2.85,23.0,4.5,3.0,18.5,1775748075.2214
106.351,15.0,12.14,2.86,23.0,4.5,3.0,18.5,1775748075.2319
106.361,15.0,12.12,2.88,23.0,4.5,3.0,18.5,1775748075.2423
106.372,15.0,12.11,2.89,23.0,4.5,3.0,18.5,1775748075.2529
106.382,15.0,12.1,2.9,23.0,4.5,3.0,18.5,1775748075.2634
106.393,15.0,12.1,2.9,23.0,4.5,3.0,18.5,1775748075.2738
106.403,15.0,12.11,2.89,23.0,4.5,3.0,18.5,1775748075.2842
106.413,15.0,12.11,2.89,23.0,4.5,3.0,18.5,1775748075.2945
106.424,15.0,12.12,2.88,23.0,4.5,3.0,18.5,1775748075.3048
106.434,15.0,12.13,2.87,23.0,4.5,3.0,18.5,1775748075.3152
106.445,15.0,12.14,2.86,23.0,4.5,3.0,18.5,1775748075.3257
106.455,15.0,12.15,2.85,23.0,4.5,3.0,18.5,1775748075.336
106.465,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748075.3465
106.475,15.0,12.17,2.83,23.0,4.5,3.0,18.5,1775748075.3566
106.486,15.0,12.18,2.82,23.0,4.5,3.0,18.5,1775748075.3672
106.496,15.0,12.19,2.81,23.0,4.5,3.0,18.5,1775748075.3772
106.506,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748075.3875
106.516,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748075.3976
106.527,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748075.4079
106.537,15.0,12.22,2.78,23.0,4.5,3.0,18.5,1775748075.418
106.547,15.0,12.23,2.77,23.0,4.5,3.0,18.5,1775748075.4281
106.557,15.0,12.23,2.77,23.0,4.5,3.0,18.5,1775748075.4384
106.567,15.0,12.23,2.77,23.0,4.5,3.0,18.5,1775748075.4486
106.578,15.0,12.23,2.77,23.0,4.5,3.0,18.5,1775748075.459
106.588,15.0,12.23,2.77,23.0,4.5,3.0,18.5,1775748075.4693
106.598,15.0,12.23,2.77,23.0,4.5,3.0,18.5,1775748075.4796
106.609,15.0,12.22,2.78,23.0,4.5,3.0,18.5,1775748075.4904
106.619,15.0,12.22,2.78,23.0,4.5,3.0,18.5,1775748075.5003
106.63,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748075.5112
106.64,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748075.5211
106.65,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748075.5314
106.661,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748075.5422
106.671,15.0,12.19,2.81,23.0,4.5,3.0,18.5,1775748075.5525
106.682,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748075.5628
106.692,15.0,12.19,2.81,23.0,4.5,3.0,18.5,1775748075.5727
106.702,15.0,12.19,2.81,23.0,4.5,3.0,18.5,1775748075.5831
106.712,15.0,12.19,2.81,23.0,4.5,3.0,18.5,1775748075.5933
106.723,15.0,12.19,2.81,23.0,4.5,3.0,18.5,1775748075.6037
106.733,15.0,12.18,2.82,23.0,4.5,3.0,18.5,1775748075.6137
106.743,15.0,12.18,2.82,23.0,4.5,3.0,18.5,1775748075.624
106.753,15.0,12.17,2.83,23.0,4.5,3.0,18.5,1775748075.6341
106.763,15.0,12.17,2.83,23.0,4.5,3.0,18.5,1775748075.6443
106.774,15.0,12.17,2.83,23.0,4.5,3.0,18.5,1775748075.6548
106.784,15.0,12.17,2.83,23.0,4.5,3.0,18.5,1775748075.6648
106.794,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748075.675
106.804,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748075.6856
106.815,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748075.696
106.825,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748075.7065
106.835,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748075.7166
106.846,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748075.7267
106.856,15.0,12.15,2.85,23.0,4.5,3.0,18.5,1775748075.737
106.866,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748075.7473
106.876,15.0,12.15,2.85,23.0,4.5,3.0,18.5,1775748075.7574
106.887,15.0,12.15,2.85,23.0,4.5,3.0,18.5,1775748075.7682
106.897,15.0,12.15,2.85,23.0,4.5,3.0,18.5,1775748075.7785
106.908,15.0,12.15,2.85,23.0,4.5,3.0,18.5,1775748075.7916
106.918,15.0,12.15,2.85,23.0,4.5,3.0,18.5,1775748075.7987
106.928,15.0,12.14,2.86,23.0,4.5,3.0,18.5,1775748075.809
106.938,15.0,12.14,2.86,23.0,4.5,3.0,18.5,1775748075.8196
106.949,15.0,12.14,2.86,23.0,4.5,3.0,18.5,1775748075.83
106.959,15.0,12.14,2.86,23.0,4.5,3.0,18.5,1775748075.8406
106.97,15.0,12.14,2.86,23.0,4.5,3.0,18.5,1775748075.8506
106.98,15.0,12.14,2.86,23.0,4.5,3.0,18.5,1775748075.8608
106.99,15.0,12.14,2.86,23.0,4.5,3.0,18.5,1775748075.8711
107.0,15.0,12.15,2.85,23.0,4.5,3.0,18.5,1775748075.8816
107.011,15.0,12.14,2.86,23.0,4.5,3.0,18.5,1775748075.892
107.021,15.0,12.15,2.85,23.0,4.5,3.0,18.5,1775748075.9025
107.031,15.0,12.15,2.85,23.0,4.5,3.0,18.5,1775748075.9125
107.041,15.0,12.15,2.85,23.0,4.5,3.0,18.5,1775748075.9227
107.052,15.0,12.15,2.85,23.0,4.5,3.0,18.5,1775748075.9332
107.062,15.0,12.15,2.85,23.0,4.5,3.0,18.5,1775748075.9434
107.072,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748075.9534
107.082,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748075.9636
107.093,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748075.9738
107.103,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748075.9841
107.114,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748075.9947
107.124,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748076.0053
107.134,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748076.0158
107.145,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748076.0259
107.155,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748076.036
107.165,15.0,12.17,2.83,23.0,4.5,3.0,18.5,1775748076.0462
107.175,15.0,12.17,2.83,23.0,4.5,3.0,18.5,1775748076.0564
107.186,15.0,12.17,2.83,23.0,4.5,3.0,18.5,1775748076.0668
107.196,15.0,12.18,2.82,23.0,4.5,3.0,18.5,1775748076.077
107.206,15.0,12.18,2.82,23.0,4.5,3.0,18.5,1775748076.0871
107.217,15.0,12.18,2.82,23.0,4.5,3.0,18.5,1775748076.0976
107.227,15.0,12.17,2.83,23.0,4.5,3.0,18.5,1775748076.1079
107.237,15.0,12.17,2.83,23.0,4.5,3.0,18.5,1775748076.1181
107.247,15.0,12.17,2.83,23.0,4.5,3.0,18.5,1775748076.1283
107.257,15.0,12.17,2.83,23.0,4.5,3.0,18.5,1775748076.1386
107.268,15.0,12.17,2.83,23.0,4.5,3.0,18.5,1775748076.1489
107.278,15.0,12.18,2.82,23.0,4.5,3.0,18.5,1775748076.1594
107.288,15.0,12.18,2.82,23.0,4.5,3.0,18.5,1775748076.1694
107.299,15.0,12.18,2.82,23.0,4.5,3.0,18.5,1775748076.18
107.309,15.0,12.19,2.81,23.0,4.5,3.0,18.5,1775748076.1905
107.319,15.0,12.19,2.81,23.0,4.5,3.0,18.5,1775748076.2005
107.33,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748076.2107
107.34,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748076.221
107.35,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748076.2313
107.36,15.0,12.19,2.81,23.0,4.5,3.0,18.5,1775748076.2416
107.371,15.0,12.19,2.81,23.0,4.5,3.0,18.5,1775748076.2527
107.382,15.0,12.19,2.81,23.0,4.5,3.0,18.5,1775748076.2627
107.392,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748076.2731
107.402,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748076.2833
107.412,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748076.2933
107.423,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748076.3038
107.433,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748076.3142
107.443,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748076.3244
107.454,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748076.3349
107.464,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748076.3453
107.474,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748076.3556
107.485,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748076.3662
107.495,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748076.3764
107.506,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748076.3869
107.516,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748076.3973
107.526,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748076.407
107.536,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748076.4174
107.547,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748076.4283
107.558,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748076.4385
107.568,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748076.4489
107.578,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748076.4592
107.588,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748076.4688
107.598,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748076.4792
107.608,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748076.4893
107.618,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748076.4994
107.629,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748076.5104
107.639,15.0,12.19,2.81,23.0,4.5,3.0,18.5,1775748076.5198
107.649,15.0,12.19,2.81,23.0,4.5,3.0,18.5,1775748076.5299
107.659,15.0,12.19,2.81,23.0,4.5,3.0,18.5,1775748076.5398
107.669,15.0,12.19,2.81,23.0,4.5,3.0,18.5,1775748076.5498
107.679,15.0,12.18,2.82,23.0,4.5,3.0,18.5,1775748076.5599
107.689,15.0,12.17,2.83,23.0,4.5,3.0,18.5,1775748076.57
107.7,15.0,12.17,2.83,23.0,4.5,3.0,18.5,1775748076.5805
107.71,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748076.591
107.72,15.0,12.16,2.84,23.0,4.5,3.0,18.5,1775748076.6013
107.73,15.0,12.15,2.85,23.0,4.5,3.0,18.5,1775748076.6114
107.741,15.0,12.15,2.85,23.0,4.5,3.0,18.5,1775748076.622
107.751,15.0,12.14,2.86,23.0,4.5,3.0,18.5,1775748076.632
107.761,15.0,12.14,2.86,23.0,4.5,3.0,18.5,1775748076.6422
107.771,15.0,12.13,2.87,23.0,4.5,3.0,18.5,1775748076.6523
107.782,15.0,12.13,2.87,23.0,4.5,3.0,18.5,1775748076.6627
107.792,15.0,12.12,2.88,23.0,4.5,3.0,18.5,1775748076.6728
107.802,15.0,12.12,2.88,23.0,4.5,3.0,18.5,1775748076.6829
107.812,15.0,12.11,2.89,23.0,4.5,3.0,18.5,1775748076.6932
107.822,15.0,12.1,2.9,23.0,4.5,3.0,18.5,1775748076.7034
107.832,15.0,12.1,2.9,23.0,4.5,3.0,18.5,1775748076.7134
107.843,15.0,12.09,2.91,23.0,4.5,3.0,18.5,1775748076.724
107.853,15.0,12.08,2.92,23.0,4.5,3.0,18.5,1775748076.7341
107.863,15.0,12.07,2.93,23.0,4.5,3.0,18.5,1775748076.7445
107.873,15.0,12.06,2.94,23.0,4.5,3.0,18.5,1775748076.7546
107.884,15.0,12.06,2.94,23.0,4.5,3.0,18.5,1775748076.7648
107.894,15.0,12.05,2.95,23.0,4.5,3.0,18.5,1775748076.7751
107.904,15.0,12.04,2.96,23.0,4.5,3.0,18.5,1775748076.7851
107.914,15.0,12.04,2.96,23.0,4.5,3.0,18.5,1775748076.7953
107.925,15.0,12.03,2.97,23.0,4.5,3.0,18.5,1775748076.806
107.935,15.0,12.02,2.98,23.0,4.5,3.0,18.5,1775748076.8166
107.945,15.0,12.01,2.99,23.0,4.5,3.0,18.5,1775748076.8266
107.955,15.0,12.01,2.99,23.0,4.5,3.0,18.5,1775748076.8366
107.966,15.0,12.0,3.0,23.0,4.5,3.0,18.5,1775748076.847
107.976,15.0,11.99,3.01,23.0,4.5,3.0,27.5,1775748076.8576
107.987,15.0,11.98,3.02,23.0,4.5,3.0,27.5,1775748076.8677
107.997,15.0,11.98,3.02,23.0,4.5,3.0,27.5,1775748076.878
108.007,15.0,11.97,3.03,23.0,4.5,3.0,27.5,1775748076.8882
108.017,15.0,11.97,3.03,23.0,4.5,3.0,27.5,1775748076.8985
108.028,15.0,11.97,3.03,23.0,4.5,3.0,27.5,1775748076.9088
108.038,15.0,11.97,3.03,23.0,4.5,3.0,27.5,1775748076.9191
108.048,15.0,11.97,3.03,23.0,4.5,3.0,27.5,1775748076.9293
108.058,15.0,11.97,3.03,23.0,4.5,3.0,27.5,1775748076.9396
108.069,15.0,11.98,3.02,23.0,4.5,3.0,27.5,1775748076.95
108.079,15.0,11.99,3.01,23.0,4.5,3.0,27.5,1775748076.9601
108.089,15.0,12.01,2.99,23.0,4.5,3.0,27.5,1775748076.9705
108.099,15.0,12.03,2.97,23.0,4.5,3.0,27.5,1775748076.9805
108.11,15.0,12.05,2.95,23.0,4.5,3.0,27.5,1775748076.9911
108.12,15.0,12.08,2.92,23.0,4.5,3.0,27.5,1775748077.0017
108.131,15.0,12.1,2.9,23.0,4.5,3.0,27.5,1775748077.0118
108.141,15.0,12.14,2.86,23.0,4.5,3.0,27.5,1775748077.0224
108.152,15.0,12.15,2.85,23.0,4.5,3.0,27.5,1775748077.0327
108.162,15.0,12.2,2.8,23.0,4.5,3.0,27.5,1775748077.0428
108.172,15.0,12.23,2.77,23.0,4.5,3.0,27.5,1775748077.053
108.182,15.0,12.28,2.72,23.0,4.5,3.0,27.5,1775748077.0634
108.192,15.0,12.34,2.66,23.0,4.5,3.0,27.5,1775748077.0732
108.202,15.0,12.37,2.63,23.0,4.5,3.0,27.5,1775748077.0834
108.213,15.0,12.45,2.55,23.0,4.5,3.0,27.5,1775748077.0935
108.223,15.0,12.49,2.51,23.0,4.5,3.0,27.5,1775748077.1039
108.233,15.0,12.57,2.43,23.0,4.5,3.0,27.5,1775748077.1143
108.244,15.0,12.65,2.35,23.0,4.5,3.0,27.5,1775748077.1249
108.254,15.0,12.71,2.29,23.0,4.5,3.0,27.5,1775748077.1356
108.264,15.0,12.8,2.2,23.0,4.5,3.0,27.5,1775748077.1454
108.275,15.0,12.87,2.13,23.0,4.5,3.0,27.5,1775748077.1571
108.285,15.0,12.96,2.04,23.0,4.5,3.0,27.5,1775748077.1662
108.296,15.0,13.06,1.94,23.0,4.5,3.0,27.5,1775748077.1769
108.306,15.0,13.13,1.87,23.0,4.5,3.0,27.5,1775748077.1872
108.316,15.0,13.24,1.76,23.0,4.5,3.0,27.5,1775748077.1975
108.327,15.0,13.34,1.66,23.0,4.5,3.0,27.5,1775748077.2079
108.337,15.0,13.45,1.55,23.0,4.5,3.0,27.5,1775748077.2177
108.347,15.0,13.58,1.42,23.0,4.5,3.0,27.5,1775748077.2278
108.357,15.0,13.67,1.33,23.0,4.5,3.0,27.5,1775748077.2385
108.368,15.0,13.93,1.07,23.0,4.5,3.0,27.5,1775748077.2486
108.378,15.0,14.05,0.95,23.0,4.5,3.0,27.5,1775748077.2586
108.388,15.0,14.17,0.83,23.0,4.5,3.0,27.5,1775748077.2691
108.398,15.0,14.3,0.7,23.0,4.5,3.0,27.5,1775748077.2792
108.409,15.0,14.43,0.57,23.0,4.5,3.0,27.5,1775748077.2897
108.419,15.0,14.57,0.43,23.0,4.5,3.0,27.5,1775748077.3006
108.43,15.0,14.7,0.3,23.0,4.5,3.0,27.5,1775748077.311
108.44,15.0,14.84,0.16,23.0,4.5,3.0,27.5,1775748077.3211
108.45,15.0,15.0,0.0,23.0,4.5,3.0,27.5,1775748077.3314
108.46,15.0,15.13,-0.13,23.0,4.5,3.0,27.5,1775748077.3416
108.471,15.0,15.28,-0.28,23.0,4.5,3.0,27.5,1775748077.3519
108.481,15.0,15.44,-0.44,23.0,4.5,3.0,27.5,1775748077.3623
108.491,15.0,15.59,-0.59,23.0,4.5,3.0,27.5,1775748077.3726
108.502,15.0,15.73,-0.73,23.0,4.5,3.0,27.5,1775748077.3829
108.512,15.0,15.88,-0.88,23.0,4.5,3.0,27.5,1775748077.3934
108.522,15.0,16.03,-1.03,23.0,4.5,3.0,27.5,1775748077.4037
108.532,15.0,16.19,-1.19,23.0,4.5,3.0,27.5,1775748077.4137
108.543,15.0,16.32,-1.32,23.0,4.5,3.0,27.5,1775748077.4238
108.553,15.0,16.46,-1.46,23.0,4.5,3.0,27.5,1775748077.4343
108.564,15.0,16.63,-1.63,23.0,4.5,3.0,27.5,1775748077.4447
108.574,15.0,16.76,-1.76,23.0,4.5,3.0,27.5,1775748077.4552
108.584,15.0,16.91,-1.91,23.0,4.5,3.0,27.5,1775748077.4657
108.595,15.0,17.05,-2.05,23.0,4.5,3.0,27.5,1775748077.4762
108.605,15.0,17.19,-2.19,23.0,4.5,3.0,27.5,1775748077.4865
108.616,15.0,17.32,-2.32,23.0,4.5,3.0,27.5,1775748077.4967
108.626,15.0,17.44,-2.44,23.0,4.5,3.0,27.5,1775748077.5072
108.636,15.0,17.56,-2.56,23.0,4.5,3.0,27.5,1775748077.5175
108.647,15.0,17.7,-2.7,23.0,4.5,3.0,27.5,1775748077.5283
108.657,15.0,17.92,-2.92,23.0,4.5,3.0,27.5,1775748077.5385
108.668,15.0,18.05,-3.05,23.0,4.5,3.0,18.5,1775748077.5488
108.678,15.0,18.16,-3.16,23.0,4.5,3.0,18.5,1775748077.5591
108.688,15.0,18.26,-3.26,23.0,4.5,3.0,18.5,1775748077.5696
108.699,15.0,18.36,-3.36,23.0,4.5,3.0,18.5,1775748077.5799
108.709,15.0,18.45,-3.45,23.0,4.5,3.0,18.5,1775748077.5904
108.72,15.0,18.53,-3.53,23.0,4.5,3.0,18.5,1775748077.6007
108.73,15.0,18.59,-3.59,23.0,4.5,3.0,18.5,1775748077.6109
108.74,15.0,18.65,-3.65,23.0,4.5,3.0,18.5,1775748077.6212
108.751,15.0,18.7,-3.7,23.0,4.5,3.0,18.5,1775748077.6316
108.76,15.0,18.72,-3.72,23.0,4.5,3.0,18.5,1775748077.6415
108.771,15.0,18.74,-3.74,23.0,4.5,3.0,18.5,1775748077.6518
108.781,15.0,18.74,-3.74,23.0,4.5,3.0,18.5,1775748077.662
108.791,15.0,18.74,-3.74,23.0,4.5,3.0,18.5,1775748077.6726
108.802,15.0,18.72,-3.72,23.0,4.5,3.0,18.5,1775748077.6827
108.812,15.0,18.69,-3.69,23.0,4.5,3.0,18.5,1775748077.6931
108.823,15.0,18.66,-3.66,23.0,4.5,3.0,18.5,1775748077.7037
108.833,15.0,18.6,-3.6,23.0,4.5,3.0,18.5,1775748077.7145
108.843,15.0,18.55,-3.55,23.0,4.5,3.0,18.5,1775748077.7243
108.854,15.0,18.48,-3.48,23.0,4.5,3.0,18.5,1775748077.7346
108.864,15.0,18.4,-3.4,23.0,4.5,3.0,18.5,1775748077.7446
108.874,15.0,18.31,-3.31,23.0,4.5,3.0,18.5,1775748077.7552
108.884,15.0,18.21,-3.21,23.0,4.5,3.0,18.5,1775748077.7656
108.895,15.0,18.11,-3.11,23.0,4.5,3.0,18.5,1775748077.7763
108.905,15.0,17.99,-2.99,23.0,4.5,3.0,18.5,1775748077.786
108.915,15.0,17.88,-2.88,23.0,4.5,3.0,18.5,1775748077.7961
108.926,15.0,17.76,-2.76,23.0,4.5,3.0,18.5,1775748077.8068
108.936,15.0,17.64,-2.64,23.0,4.5,3.0,18.5,1775748077.8166
108.946,15.0,17.52,-2.52,23.0,4.5,3.0,18.5,1775748077.8269
108.956,15.0,17.37,-2.37,23.0,4.5,3.0,18.5,1775748077.8373
108.967,15.0,17.24,-2.24,23.0,4.5,3.0,18.5,1775748077.8481
108.977,15.0,17.08,-2.08,23.0,4.5,3.0,18.5,1775748077.8582
108.988,15.0,16.94,-1.94,23.0,4.5,3.0,18.5,1775748077.8688
108.998,15.0,16.63,-1.63,23.0,4.5,3.0,18.5,1775748077.8792
109.008,15.0,16.48,-1.48,23.0,4.5,3.0,18.5,1775748077.8893
109.018,15.0,16.32,-1.32,23.0,4.5,3.0,18.5,1775748077.8997
109.029,15.0,16.17,-1.17,23.0,4.5,3.0,18.5,1775748077.91
109.039,15.0,16.01,-1.01,23.0,4.5,3.0,18.5,1775748077.9199
109.05,15.0,15.86,-0.86,23.0,4.5,3.0,18.5,1775748077.9308
109.06,15.0,15.68,-0.68,23.0,4.5,3.0,18.5,1775748077.9408
109.07,15.0,15.53,-0.53,23.0,4.5,3.0,18.5,1775748077.9512
109.081,15.0,15.35,-0.35,23.0,4.5,3.0,18.5,1775748077.9618
109.091,15.0,15.2,-0.2,23.0,4.5,3.0,18.5,1775748077.9722
